표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7462510009","462510","라메디텍","라메디텍","LAMEDITECH Co., Ltd.","2024/06/17","KOSDAQ","주권","기술성장기업부","보통주","500","8802965"
"KR7232680009","232680","라온로보틱스","라온로보틱스","RAON ROBOTICS","2021/06/17","KOSDAQ","주권","기술성장기업부","보통주","500","13014735"
"KR7042510008","042510","라온시큐어","라온시큐어","RaonSecure Co., Ltd.","2001/01/03","KOSDAQ","주권","벤처기업부","보통주","2500","11205174"
"KR7418420006","418420","라온텍","라온텍","RAONTECH INC.","2023/03/09","KOSDAQ","주권","기술성장기업부","보통주","100","30479308"
"KR7300120003","300120","라온피플","라온피플","LaonPeople Inc.","2019/10/18","KOSDAQ","주권","벤처기업부","보통주","500","49504016"
"KR7171120009","171120","라이온켐텍","라이온켐텍","LION CHEMTECH CO., Ltd.","2013/11/19","KOSDAQ","주권","중견기업부","보통주","500","35901760"
"KR7388790008","388790","라이콤","라이콤","LiComm","2021/09/03","KOSDAQ","주권","벤처기업부","보통주","100","30609397"
"KR7214260002","214260","라파스","라파스","Raphas Co., Ltd.","2019/11/11","KOSDAQ","주권","기술성장기업부","보통주","500","8922463"
"KR7171010002","171010","램테크놀러지","램테크놀러지","RAM TECHNOLOGY CO., LTD.","2013/11/18","KOSDAQ","주권","벤처기업부","보통주","500","14298752"
"KR7084650001","084650","랩지노믹스","랩지노믹스","LabGenomics. Co., Ltd.","2014/12/16","KOSDAQ","주권","우량기업부","보통주","500","74239990"
"KR7217500008","217500","러셀","러셀","RUSSELL CO., LTD.","2015/06/16","KOSDAQ","주권","벤처기업부","보통주","100","31812000"
"KR7038390001","038390","레드캡투어","레드캡투어","RedcapTour Co., Ltd.","2000/02/01","KOSDAQ","주권","우량기업부","보통주","500","16720822"
"KR7294140009","294140","레몬","레몬","LEMON COMPANY LIMITED","2020/02/28","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","22414818"
"KR7443250006","443250","레뷰코퍼레이션","레뷰코퍼레이션","RevuCorporation Inc","2023/10/06","KOSDAQ","주권","벤처기업부","보통주","500","11137760"
"KR7228670006","228670","레이","레이","Ray Co., Ltd.","2019/08/08","KOSDAQ","주권","벤처기업부","보통주","500","15602050"
"KR7228850004","228850","레이언스","레이언스","RAYENCE CO., LTD.","2016/04/11","KOSDAQ","주권","우량기업부","보통주","500","16591014"
"KR7412350001","412350","레이저쎌","레이저쎌","Laserssel Co. Ltd.","2022/06/24","KOSDAQ","주권","기술성장기업부","보통주","500","13339821"
"KR7199550005","199550","레이저옵텍","레이저옵텍","Laseroptek Co., Ltd.","2024/02/01","KOSDAQ","주권","벤처기업부","보통주","500","12265791"
"KR7281740001","281740","레이크머티리얼즈","레이크머티리얼즈","Lake Materials Co., Ltd.","2017/12/12","KOSDAQ","주권","우량기업부","보통주","100","65730548"
"KR7277810008","277810","레인보우로보틱스","레인보우로보틱스","Rainbow Robotics","2021/02/03","KOSDAQ","주권","기술성장기업부","보통주","500","19399858"
"KR7215100009","215100","로보로보","로보로보","RoboRobo Co., Ltd.","2015/04/22","KOSDAQ","주권","벤처기업부","보통주","100","20348454"
"KR7090360009","090360","로보스타","로보스타","Robostar Co.,Ltd.","2011/10/17","KOSDAQ","주권","중견기업부","보통주","500","9750000"
"KR7108490004","108490","로보티즈","로보티즈","ROBOTIS","2018/10/26","KOSDAQ","주권","기술성장기업부","보통주","500","14652728"
"HK0000295359","900260","로스웰인터내셔널","로스웰","Rothwell International Co., Limited","2016/06/30","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","무액면","46029706"
"KR7033290008","033290","로젠","로젠","LOGEN","1997/10/13","KOSDAQ","주권","중견기업부","보통주","500","56156301"
"KR7067730002","067730","로지시스","로지시스","LOGISYS INC.","2015/07/29","KOSDAQ","주권","중견기업부","보통주","500","9673922"
"KR7071280002","071280","로체시스템즈","로체시스템즈","RORZE SYSTEMS CORPORATION","2003/11/14","KOSDAQ","주권","우량기업부","보통주","500","15296603"
"KR7376900007","376900","로킷헬스케어","로킷헬스케어","ROKIT HEALTHCARE Inc.","2025/05/12","KOSDAQ","주권","기술성장기업부","보통주","500","15738739"
"KR7214610008","214610","롤링스톤","롤링스톤","RollingStone","2020/10/22","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","8383322"
"KR7328130000","328130","루닛","루닛","Lunit Inc.","2022/07/21","KOSDAQ","주권","기술성장기업부","보통주","500","29284502"
"KR7038060000","038060","루멘스","루멘스","LUMENS CO., LTD.","2006/08/08","KOSDAQ","주권","우량기업부","보통주","500","48103069"
"KR7474170008","474170","루미르","루미르","Lumir Inc.","2024/10/21","KOSDAQ","주권","기술성장기업부","보통주","500","17817696"
"KR7141080002","141080","리가켐 바이오사이언스","리가켐바이오","LigaChem Biosciences","2013/05/10","KOSDAQ GLOBAL","주권","기술성장기업부","보통주","500","36610338"
"KR7058470006","058470","리노공업","리노공업","LEENO Industrial Inc","2001/12/18","KOSDAQ GLOBAL","주권","우량기업부","보통주","100","76211850"
"KR7016100000","016100","리더스코스메틱","리더스코스메틱","LEADERS COSMETICS CO.,LTD.","2003/01/15","KOSDAQ","주권","중견기업부","보통주","500","19100894"
"KR7012700001","012700","리드코프","리드코프","The LEADCORP, Inc.","1996/01/19","KOSDAQ","주권","우량기업부","보통주","500","26194852"
"KR7302550009","302550","리메드","리메드","REMED CO.,LTD.","2019/12/06","KOSDAQ","주권","기술성장기업부","보통주","100","30907150"
"KR7491000006","491000","리브스메드","리브스메드","LivsMed Inc.","2025/12/24","KOSDAQ","주권","기술성장기업부","보통주","500","24953391"
"KR7394420004","394420","리센스메디컬","리센스메디컬","RecensMedical, Inc.","2026/03/31","KOSDAQ","주권","기술성장기업부","보통주","500","10850298"
"KR7073570004","073570","리튬포어스","리튬포어스","Lithium-for-earth","2004/01/06","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","60186641"
"KR7377450002","377450","리파인","리파인","REFINE Co., Ltd","2021/10/29","KOSDAQ","주권","우량기업부","보통주","100","17330000"
"KR7277070009","277070","린드먼아시아인베스트먼트","린드먼아시아","Lindeman Asia Investment Corporation","2018/03/14","KOSDAQ","주권","중견기업부","보통주","500","13692000"
"KR7042500009","042500","링네트","링네트","RingNet Co., Ltd.","2002/01/10","KOSDAQ","주권","우량기업부","보통주","500","22291144"
"KR7193250008","193250","링크드","링크드","Linked Inc.","2014/12/29","KOSDAQ","주권","중견기업부","보통주","100","66844667"
"KR7474650009","474650","링크솔루션","링크솔루션","LINCSOLUTION CO., LTD.","2025/06/10","KOSDAQ","주권","기술성장기업부","보통주","100","5741107"
"KR7219420007","219420","링크제니시스","링크제니시스","Linkgenesis Co., Ltd.","2018/02/05","KOSDAQ","주권","기술성장기업부","보통주","100","11469507"
"KR7439090002","439090","마녀공장","마녀공장","Manyo Factory Co., Ltd.","2023/06/08","KOSDAQ","주권","중견기업부","보통주","100","16393260"
"KR7195500004","195500","마니커에프앤지","마니커에프앤지","Maniker F&G","2019/08/20","KOSDAQ","주권","중견기업부","보통주","500","15978000"
"KR7377480009","377480","마음에이아이","마음AI","MAUM.AI, INC.","2021/11/23","KOSDAQ","주권","기술성장기업부","보통주","500","7110275"
"KR7305090003","305090","마이크로디지탈","마이크로디지탈","Micro Digital Co., Ltd.","2019/06/05","KOSDAQ","주권","기술성장기업부","보통주","500","18595055"
"KR7424980001","424980","마이크로투나노","마이크로투나노","MICRO2NANO, Inc.","2023/04/26","KOSDAQ","주권","기술성장기업부","보통주","500","5918890"
"KR7169330008","169330","마크로밀엠브레인","엠브레인","Macromill Embrain Co., Ltd.","2020/07/01","KOSDAQ","주권","중견기업부","보통주","500","18316918"
"KR7038290003","038290","마크로젠","마크로젠","Macrogen, Inc.","2000/02/22","KOSDAQ","주권","중견기업부","보통주","500","10841400"
"KR7267980001","267980","매일유업","매일유업","Maeil Dairies Co., Ltd.","2017/06/05","KOSDAQ","주권","우량기업부","보통주","500","7663638"
"KR7005990007","005990","매일홀딩스","매일홀딩스","MAEIL HOLDINGS CO., LTD.","1999/05/14","KOSDAQ","주권","우량기업부","보통주","500","13298304"
"KR7093520005","093520","매커스","매커스","MAKUS","2007/02/12","KOSDAQ","주권","우량기업부","보통주","500","14163092"
"KR7100590009","100590","머큐리","머큐리","Mercury Corporation","2018/12/14","KOSDAQ","주권","중견기업부","보통주","500","15830023"
"KR7067280008","067280","멀티캠퍼스","멀티캠퍼스","Multicampus Corporation","2006/11/16","KOSDAQ","주권","우량기업부","보통주","500","5926779"
"KR7072870009","072870","메가스터디","메가스터디","MegaStudy Co., Ltd.","2004/12/21","KOSDAQ","주권","우량기업부","보통주","500","11920959"
"KR7215200007","215200","메가스터디교육","메가스터디교육","MegaStudyEdu Co. Ltd","2015/05/04","KOSDAQ GLOBAL","주권","우량기업부","보통주","100","10365216"
"KR7133750000","133750","메가엠디","메가엠디","MegaMD Co., Ltd.","2015/12/18","KOSDAQ","주권","중견기업부","보통주","500","23407077"
"KR7446540007","446540","메가터치","메가터치","Megatouch Co., Ltd","2023/11/09","KOSDAQ","주권","중견기업부","보통주","500","25963749"
"KR7235980000","235980","메드팩토","메드팩토","MedPacto, Inc.","2019/12/19","KOSDAQ","주권","기술성장기업부","보통주","500","34275121"
"KR7041920000","041920","메디아나","메디아나","MEDIANA Co.,LTD","2014/10/07","KOSDAQ","주권","우량기업부","보통주","500","18598223"
"KR7014100002","014100","메디앙스","메디앙스","Medience Co., LTD.","1995/01/03","KOSDAQ","주권","중견기업부","보통주","500","11800000"
"KR7054180005","054180","메디콕스","메디콕스","MEDICOX Co., Ltd.","2001/10/16","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","5527981"
"KR7086900008","086900","메디톡스","메디톡스","Medy-Tox Inc.","2009/01/16","KOSDAQ","주권","우량기업부","보통주","500","7298497"
"KR7078160009","078160","메디포스트","메디포스트","MEDIPOST CO., LTD.","2005/07/29","KOSDAQ","주권","벤처기업부","보통주","500","39204603"
"KR70088D0004","0088D0","메리츠제1호기업인수목적","메리츠제1호스팩","Meritz No.1 Special Purpose Acquisition Company","2025/12/15","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5795000"
"KR7408920007","408920","메쎄이상","메쎄이상","Messe eSang","2022/03/07","KOSDAQ","주권","벤처기업부","보통주","100","43232455"
"KR7021880000","021880","메이슨캐피탈","메이슨캐피탈","MASON CAPITAL CORPORATION","1996/09/02","KOSDAQ","주권","중견기업부","보통주","500","212184408"
"KR70088M0003","0088M0","메쥬","메쥬","MEZOO Co., Ltd.","2026/03/26","KOSDAQ","주권","기술성장기업부","보통주","500","9717750"
"KR7140410002","140410","메지온","메지온","Mezzion Pharma Co., Ltd.","2012/01/20","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","30392167"
"KR7241770007","241770","메카로","메카로","MECARO.CO.,LTD.","2017/12/06","KOSDAQ","주권","우량기업부","보통주","500","10192640"
"KR7059210005","059210","메타바이오메드","메타바이오메드","META BIOMED.CO.,LTD","2008/04/15","KOSDAQ","주권","우량기업부","보통주","500","27171445"
"KR7058110008","058110","멕아이씨에스","멕아이씨에스","MEKICS Co.,Ltd.","2015/12/14","KOSDAQ","주권","기술성장기업부","보통주","500","16050530"
"KR7072770001","072770","멤레이비티","멤레이비티","MemRAY BT","2007/07/25","KOSDAQ","주권","중견기업부","보통주","500","83024196"
"KR7434480000","434480","모니터랩","모니터랩","MONITORAPP CO., LTD.","2023/05/19","KOSDAQ","주권","기술성장기업부","보통주","100","12310300"
"KR7080420003","080420","모다이노칩","모다이노칩","Moda-InnoChips Co., Ltd.","2005/12/06","KOSDAQ","주권","중견기업부","보통주","500","79721622"
"KR7417970001","417970","모델솔루션","모델솔루션","Model Solution Co., Ltd.","2022/10/07","KOSDAQ","주권","중견기업부","보통주","500","6396700"
"KR7080160005","080160","모두투어네트워크","모두투어","MODETOUR NETWORK INC.","2005/07/26","KOSDAQ","주권","벤처기업부","보통주","500","18900000"
"KR7087260006","087260","모바일어플라이언스","모바일어플라이언스","MOBILE APPLIANCE, INC.","2017/02/24","KOSDAQ","주권","벤처기업부","보통주","500","32552861"
"KR7101330009","101330","모베이스","모베이스","MOBASE Co., Ltd.","2010/02/04","KOSDAQ","주권","중견기업부","보통주","500","23147029"
"KR7012860003","012860","모베이스전자","모베이스전자","MOBASE ELECTRONICS CO.,LTD.","1994/10/26","KOSDAQ","주권","우량기업부","보통주","500","73233457"
"KR7363260001","363260","모비데이즈","모비데이즈","Mobidays","2021/02/10","KOSDAQ","주권","벤처기업부","보통주","500","32163769"
"KR7348030008","348030","모비릭스","모비릭스","MOBIRIX Corporation","2021/01/28","KOSDAQ","주권","중견기업부","보통주","100","9603800"
"KR7250060001","250060","모비스","모비스","Mobiis Co., Ltd.","2016/09/08","KOSDAQ","주권","기술성장기업부","보통주","100","32171314"
"KR7288980006","288980","모아데이타","모아데이타","Moadata","2022/03/10","KOSDAQ","주권","기술성장기업부","보통주","500","34556562"
"KR7142760008","142760","모아라이프플러스","모아라이프플러스","MOA Life Plus","2016/07/07","KOSDAQ","주권","기술성장기업부","보통주","500","42166980"
"KR7033200007","033200","모아텍","모아텍","MOATECH CO., LTD.","1997/10/13","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","14331185"
"KR7333050003","333050","모코엠시스","모코엠시스","MOCOMSYS","2019/10/31","KOSDAQ","주권","벤처기업부","보통주","100","24613326"
"KR7118990001","118990","모트렉스","모트렉스","MOTREX CO.,LTD","2017/08/04","KOSDAQ","주권","우량기업부","보통주","500","24537371"
"KR7463480004","463480","모티브링크","모티브링크","MOTIVELINK CO.,LTD","2025/02/20","KOSDAQ","주권","중견기업부","보통주","200","12390358"
"KR7006920003","006920","모헨즈","모헨즈","Mohenz. Co., Ltd","1989/01/05","KOSDAQ","주권","중견기업부","보통주","500","10920000"
"KR7001810001","001810","무림에스피","무림SP","MOORIM SP CO., LTD.","2000/01/04","KOSDAQ","주권","중견기업부","보통주","500","22137500"
"KR7279600001","279600","미디어젠","미디어젠","MediaZen,Inc.","2019/11/05","KOSDAQ","주권","중견기업부","보통주","500","4684781"
"KR7095500005","095500","미래나노텍","미래나노텍","MNTECH Co.,Ltd.","2007/10/01","KOSDAQ","주권","우량기업부","보통주","500","31009999"
"KR7254490006","254490","미래반도체","미래반도체","MIRAI SEMICONDUCTORS CO., LTD.","2023/01/27","KOSDAQ","주권","우량기업부","보통주","100","14438000"
"KR7218150001","218150","미래생명자원","미래생명자원","MILAE BIORESOURCES CO., LTD.","2015/06/18","KOSDAQ","주권","벤처기업부","보통주","100","20415802"
"KR7100790005","100790","미래에셋벤처투자","미래에셋벤처투자","Mirae Asset Venture Investment Co., Ltd","2019/03/15","KOSDAQ","주권","우량기업부","보통주","1000","53124634"
"KR70097F0001","0097F0","미래에셋비전기업인수목적10호","미래에셋비전스팩10호","Mirae Asset Vision Special Purpose Acquisition 10 Company","2025/12/23","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6500000"
"KR70099W0008","0099W0","미래에셋비전기업인수목적11호","미래에셋비전스팩11호","Mirae Asset Vision Special Purpose Acquisition 11 Company","2025/12/22","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","7000000"
"KR7477380000","477380","미래에셋비전기업인수목적4호","미래에셋비전스팩4호","Mirae Asset Vision Special Purpose Acquisition 4 Company","2024/05/29","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","8100000"
"KR7477470009","477470","미래에셋비전기업인수목적5호","미래에셋비전스팩5호","Mirae Asset Vision Special Purpose Acquisition 5 Company","2024/06/19","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5480000"
"KR7478440001","478440","미래에셋비전기업인수목적6호","미래에셋비전스팩6호","Mirae Asset Vision Special Purpose Acquisition 6 Company","2024/06/24","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6930000"
"KR7482680006","482680","미래에셋비전기업인수목적7호","미래에셋비전스팩7호","Mirae Asset Vision Special Purpose Acquisition 7 Company","2024/09/11","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","8215000"
"KR70093G0004","0093G0","미래에셋비전기업인수목적8호","미래에셋비전스팩8호","Mirae Asset Vision Special Purpose Acquisition 8 Company","2025/11/27","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6400000"
"KR70096D0004","0096D0","미래에셋비전기업인수목적9호","미래에셋비전스팩9호","Mirae Asset Vision Special Purpose Acquisition 9 Company","2025/12/01","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5500000"
"KR7049950009","049950","미래컴퍼니","미래컴퍼니","meerecompany Incorporated","2005/01/04","KOSDAQ","주권","우량기업부","보통주","500","8817884"
"KR7207760000","207760","미스터블루","미스터블루","Mr. Blue Corporation","2014/12/12","KOSDAQ","주권","중견기업부","보통주","100","83079783"
"KR7059090001","059090","미코","미코","MiCo Ltd.","2002/01/15","KOSDAQ","주권","중견기업부","보통주","500","33416778"
"KR7201490000","201490","미투온","미투온","Me2on Co., Ltd","2016/10/10","KOSDAQ","주권","중견기업부","보통주","500","32593810"
"KR7475460002","475460","미트박스글로벌","미트박스","MeatBox Global Inc.","2025/01/23","KOSDAQ","주권","중견기업부","보통주","100","5613025"
"KR7452200009","452200","민테크","민테크","Mintech Co., Ltd.","2024/05/03","KOSDAQ","주권","기술성장기업부","보통주","100","23803489"
"KR7206640005","206640","바디텍메드","바디텍메드","Boditech Med Inc.","2014/12/29","KOSDAQ","주권","우량기업부","보통주","1000","21907921"
"KR7018700005","018700","바른손","바른손","Barunson","1994/03/18","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","1000","35119757"
"KR7035620004","035620","바른손이앤에이","바른손이앤에이","Barunson Entertainment & Arts Corporation","1999/08/13","KOSDAQ","주권","중견기업부","보통주","500","74439675"
"KR7053030003","053030","바이넥스","바이넥스","Binex Co., Ltd.","2001/08/07","KOSDAQ","주권","중견기업부","보통주","500","32684188"
"KR7301300000","301300","바이브컴퍼니","바이브컴퍼니","VAIV company Inc.","2020/10/28","KOSDAQ","주권","기술성장기업부","보통주","500","13154712"
"KR7064550007","064550","바이오니아","바이오니아","BIONEER CORPORATION","2005/12/29","KOSDAQ","주권","벤처기업부","보통주","500","25810291"
"KR7314930009","314930","바이오다인","바이오다인","BIODYNE CO., LTD.","2021/03/17","KOSDAQ","주권","기술성장기업부","보통주","500","29764103"
"KR7489460006","489460","바이오비쥬","바이오비쥬","BIOBIJOU Co., Ltd.","2025/05/20","KOSDAQ","주권","벤처기업부","보통주","500","15044430"
"KR7086820008","086820","바이오솔루션","바이오솔루션","Bio Solution Co.,Ltd.","2018/08/20","KOSDAQ","주권","기술성장기업부","보통주","500","25924085"
"KR7038460002","038460","바이오스마트","바이오스마트","BioSmart Co., Ltd.","2000/06/22","KOSDAQ","주권","우량기업부","보통주","500","26164438"
"KR7251120002","251120","바이오에프디엔씨","바이오에프디엔씨","BIO-FD&C Co.,Ltd.","2022/02/21","KOSDAQ","주권","기술성장기업부","보통주","500","8695700"
"KR7199730003","199730","바이오인프라","바이오인프라","BioInfra Co.,Ltd.","2023/03/02","KOSDAQ","주권","벤처기업부","보통주","500","4864367"
"KR7086040003","086040","바이오톡스텍","바이오톡스텍","Biotoxtech Co., Ltd.","2007/09/21","KOSDAQ","주권","벤처기업부","보통주","500","15958247"
"KR7188040000","188040","바이오포트코리아","바이오포트","BIO PORT KOREA","2025/05/16","KOSDAQ","주권","벤처기업부","보통주","200","4679308"
"KR7099430001","099430","바이오플러스","바이오플러스","Bio Plus Co., Ltd","2021/09/27","KOSDAQ","주권","우량기업부","보통주","500","61640722"
"KR7032980005","032980","바이온","바이온","BYON Co., Ltd.","1997/08/06","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","30388995"
"KR7308080001","308080","바이젠셀","바이젠셀","ViGenCell Inc.","2021/08/25","KOSDAQ","주권","기술성장기업부","보통주","500","20499260"
"KR7043150002","043150","바텍","바텍","Value Added Technology Co., Ltd.","2006/09/29","KOSDAQ","주권","우량기업부","보통주","500","14854256"
"KR7323990002","323990","박셀바이오","박셀바이오","Vaxcell-Bio Therapeutics","2020/09/22","KOSDAQ","주권","기술성장기업부","보통주","500","23257345"
"KR7267790004","267790","배럴","배럴","BARREL Co., Ltd.","2018/02/01","KOSDAQ","주권","벤처기업부","보통주","500","7689309"
"KR7046310009","046310","백금티앤에이","백금T&A","BG T&A Co.","2002/02/05","KOSDAQ","주권","우량기업부","보통주","500","16418641"
"KR7331520007","331520","밸로프","밸로프","VALOFE","2019/10/29","KOSDAQ","주권","중견기업부","보통주","100","50864390"
"KR7199480005","199480","뱅크웨어글로벌","뱅크웨어글로벌","Bankware Global Co., Ltd.","2024/08/12","KOSDAQ","주권","기술성장기업부","보통주","500","10196588"
"KR7438700007","438700","버넥트","버넥트","VIRNECT Co., Ltd.","2023/07/26","KOSDAQ","주권","기술성장기업부","보통주","500","11144890"
"KR7066410002","066410","버킷스튜디오","버킷스튜디오","BUCKET STUDIO Co.,Ltd.","2003/12/19","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","138453818"
"KR7382900009","382900","범한퓨얼셀","범한퓨얼셀","Bumhan Fuel Cell Co., Ltd.","2022/06/17","KOSDAQ","주권","벤처기업부","보통주","500","8761000"
"KR7206400004","206400","베노티앤알","베노티앤알","BENO TNR","2014/12/10","KOSDAQ","주권","중견기업부","보통주","500","37510158"
"KR7019010008","019010","베뉴지","베뉴지","VenueG Co.,Ltd.","1993/11/05","KOSDAQ","주권","중견기업부","보통주","500","48200000"
"KR7177350006","177350","베셀","베셀","Vessel Co., Ltd","2015/06/19","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","19653767"
"KR7457600005","457600","벡트","벡트","VECT Co., Ltd.","2024/12/16","KOSDAQ","주권","벤처기업부","보통주","100","13707500"
"KR7424760007","424760","벨로크","벨로크","Bellock","2022/07/22","KOSDAQ","주권","벤처기업부","보통주","100","19778317"
"KR7250000007","250000","보라티알","보라티알","BORATR CO., Ltd.","2017/06/08","KOSDAQ","주권","우량기업부","보통주","500","6750733"
"KR7310210000","310210","보로노이","보로노이","Voronoi, Inc.","2022/06/24","KOSDAQ","주권","기술성장기업부","보통주","500","18402171"
"KR7006910004","006910","보성파워텍","보성파워텍","BOSUNG POWER TECHNOLOGY CO., LTD.","1994/09/07","KOSDAQ","주권","벤처기업부","보통주","500","49129824"
"KR70010F0005","0010F0","보원케미칼","보원케미칼","BOWON CHEMICAL CO.,LTD.","2026/04/03","KOSDAQ","주권","벤처기업부","보통주","500","11143601"
"KR7226340008","226340","본느","본느","Bonne Co., Ltd.","2015/11/05","KOSDAQ","주권","벤처기업부","보통주","100","41952420"
"KR7008470007","008470","부-스타","부스타","BOOSTER CO., LTD","2011/02/23","KOSDAQ","주권","벤처기업부","보통주","500","8404800"
"KR7014470009","014470","부방","부방","Bubang Co., Ltd.","1994/02/25","KOSDAQ","주권","중견기업부","보통주","500","60052260"
"KR7338220007","338220","뷰노","뷰노","VUNO, Inc.","2021/02/26","KOSDAQ","주권","기술성장기업부","보통주","100","14001823"
"KR7100120005","100120","뷰웍스","뷰웍스","Vieworks Co., Ltd.","2009/04/10","KOSDAQ","주권","우량기업부","보통주","500","8971411"
"KR7406820001","406820","뷰티스킨","뷰티스킨","BEAUTYSKIN Co., Ltd.","2023/07/24","KOSDAQ","주권","벤처기업부","보통주","500","14136157"
"KR7099390007","099390","브레인즈컴퍼니","브레인즈컴퍼니","Brainzcompany Co., Ltd.","2021/08/19","KOSDAQ","주권","벤처기업부","보통주","500","8208283"
"KR7064480007","064480","브리지텍","브리지텍","BRIDGETEC Corp.","2008/06/04","KOSDAQ","주권","벤처기업부","보통주","500","11952500"
"KR7365900000","365900","브이씨","브이씨","VC Inc.","2022/02/24","KOSDAQ","주권","벤처기업부","보통주","500","7310300"
"KR7089970008","089970","브이엠","브이엠","VM","2018/08/23","KOSDAQ","주권","우량기업부","보통주","100","24411695"
"KR7251630000","251630","브이원텍","브이원텍","V-ONE TECH CO., LTD.","2017/07/13","KOSDAQ","주권","벤처기업부","보통주","500","15942886"
"KR7018290007","018290","브이티","브이티","VT","1994/09/07","KOSDAQ","주권","우량기업부","보통주","500","34941838"
"KR7478560006","478560","블랙야크아이앤씨","블랙야크아이앤씨","BLACK YAK I&C CO.,LTD","2025/01/21","KOSDAQ","주권","벤처기업부","보통주","100","25830298"
"KR7439580002","439580","블루엠텍","블루엠텍","BLUEMTEC CO., LTD.","2023/12/13","KOSDAQ","주권","기술성장기업부","보통주","100","33846547"
"KR7033560004","033560","블루콤","블루콤","BLUECOM CO.,LTD.","2011/01/26","KOSDAQ","주권","중견기업부","보통주","500","17100000"
"KR7369370002","369370","블리츠웨이엔터테인먼트","블리츠웨이엔터테인먼트","Blitzway Entertainment","2020/12/23","KOSDAQ","주권","벤처기업부","보통주","100","49871911"
"KR7126340009","126340","비나텍","비나텍","VINA TECH CO.,LTD.","2020/09/23","KOSDAQ","주권","벤처기업부","보통주","500","6947069"
"KR7121800007","121800","비덴트","비덴트","Vidente Co., Ltd.","2011/12/01","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","77201611"
"KR7082800004","082800","비보존제약","비보존 제약","VIVOZON PHARMACEUTICAL","2005/11/18","KOSDAQ","주권","중견기업부","보통주","2500","60719666"
"KR7318410008","318410","비비씨","비비씨","Best Bristle Company CO., Ltd.","2020/09/21","KOSDAQ","주권","중견기업부","보통주","500","5555243"
"KR7419540000","419540","비스토스","비스토스","Bistos Co., Ltd.","2022/10/18","KOSDAQ","주권","벤처기업부","보통주","100","22992511"
"KR7146320007","146320","비씨엔씨","비씨엔씨","BCnC Co., Ltd.","2022/03/03","KOSDAQ","주권","벤처기업부","보통주","500","12797923"
"KR7200780005","200780","비씨월드제약","비씨월드제약","BCWORLDPHARM Co., Ltd.","2014/12/15","KOSDAQ","주권","중견기업부","보통주","200","9736240"
"KR7413640004","413640","비아이매트릭스","비아이매트릭스","BI MATRIX Co., Ltd.","2023/11/09","KOSDAQ","주권","벤처기업부","보통주","500","7206940"
"KR7141000000","141000","비아트론","비아트론","Viatron Technologies, Inc.","2012/05/04","KOSDAQ","주권","벤처기업부","보통주","500","12114710"
"KR7083650002","083650","비에이치아이","비에이치아이","BHI Co., LTD.","2005/12/02","KOSDAQ","주권","중견기업부","보통주","500","30944375"
"KR7139050009","139050","비에프랩스","BF랩스","BFLABS","2011/07/29","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","8644551"
"KR70068Y0003","0068Y0","비엔케이제3호기업인수목적","비엔케이제3호스팩","BNK 3 SPECIAL PURPOSE ACQUISITION COMPANY","2025/11/21","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4310000"
"KR7065170003","065170","비엘팜텍","비엘팜텍","BL Pharmtech","2002/11/19","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","27913793"
"KR7086670007","086670","비엠티","비엠티","BMT Co.,Ltd.","2007/11/02","KOSDAQ","주권","우량기업부","보통주","500","9925885"
"KR7230980005","230980","비유테크놀러지","비유테크놀러지","B.U Technology","2016/03/02","KOSDAQ","주권","관리종목(소속부없음)","보통주","100","93320557"
"KR7126600006","126600","비지에프에코머티리얼즈","BGF에코머티리얼즈","BGFecomaterials","2010/11/12","KOSDAQ","주권","우량기업부","보통주","500","62766899"
"KR7488900002","488900","비츠로넥스텍","비츠로넥스텍","Vitzro Nextech Co., LTD","2025/11/21","KOSDAQ","주권","기술성장기업부","보통주","500","28976443"
"KR7082920000","082920","비츠로셀","비츠로셀","VITZROCELL Co., Ltd.","2009/10/28","KOSDAQ","주권","우량기업부","보통주","500","45339477"
